町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳,101歳,102歳,103歳,104歳,105歳,106歳,107歳,108歳,109歳,110歳,111歳,112歳,113歳,114歳,115歳,116歳,117歳,118歳,119歳,120歳以上
松本町,マツモトチョウ,男,1317,11,13,9,7,7,5,6,7,6,8,8,7,5,7,8,6,7,10,5,5,10,11,23,17,20,32,37,32,27,23,26,32,29,19,28,22,26,23,15,25,21,36,22,17,26,19,30,16,22,24,24,10,19,18,17,20,17,19,12,13,14,8,12,12,14,11,6,11,8,17,17,15,17,9,8,7,13,11,8,7,7,4,5,11,11,5,1,3,5,5,0,1,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松本町,マツモトチョウ,女,1390,9,12,10,6,5,11,9,8,7,5,9,9,4,7,6,6,12,4,16,6,10,16,17,34,27,25,20,22,30,28,27,28,28,33,14,21,22,26,21,18,20,16,15,28,19,23,27,21,34,21,24,16,18,13,16,17,11,11,16,16,17,6,14,13,11,13,9,12,16,15,12,16,10,9,10,17,11,16,19,3,7,16,13,12,19,9,7,4,6,12,1,3,7,3,1,3,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松本町１丁目,マツモトチョウ1,男,264,2,4,0,1,0,1,0,1,1,1,4,1,0,1,1,0,1,2,2,1,2,6,6,7,2,4,12,4,3,2,4,9,5,2,6,8,6,5,5,5,4,8,5,6,4,3,7,1,4,3,4,2,3,4,3,6,2,3,1,3,4,3,3,0,3,1,2,4,2,0,4,3,3,2,1,0,4,2,0,1,3,1,2,3,1,2,0,0,1,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松本町１丁目,マツモトチョウ1,女,272,2,2,3,1,1,3,4,1,0,2,2,4,1,1,2,2,2,0,2,1,3,3,4,12,8,7,5,3,6,7,4,2,7,4,2,7,5,2,4,4,3,6,2,5,5,6,3,6,5,3,7,1,3,2,0,3,0,6,3,3,1,1,1,2,3,4,4,1,0,2,1,4,0,1,0,1,2,4,3,0,3,3,4,3,5,2,0,2,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松本町２丁目,マツモトチョウ2,男,220,2,3,2,0,4,0,1,2,1,2,1,0,1,3,0,3,1,3,0,1,2,0,3,3,1,7,8,6,6,5,5,6,4,2,6,4,8,5,2,4,6,7,5,1,4,3,6,3,4,3,4,0,3,3,2,2,2,2,1,1,4,0,1,2,5,1,1,1,0,2,1,3,4,1,1,1,0,1,2,0,0,1,0,2,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松本町２丁目,マツモトチョウ2,女,249,2,4,0,1,2,0,0,3,0,1,0,0,0,1,0,1,3,2,0,3,1,3,4,9,7,7,9,5,8,4,6,5,2,6,2,4,2,6,4,5,6,2,3,6,3,2,7,2,6,3,5,4,1,0,5,3,4,1,1,2,1,2,1,5,1,2,1,3,2,2,4,2,1,2,0,4,3,2,3,2,2,2,2,3,2,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松本町３丁目,マツモトチョウ3,男,333,4,3,3,3,2,1,3,3,4,0,2,1,2,1,1,1,0,1,1,1,1,2,7,1,8,11,11,10,7,9,7,9,9,6,3,3,6,5,7,7,2,8,4,5,3,3,4,4,5,5,3,3,7,5,6,5,5,4,1,7,2,2,5,4,3,2,1,6,3,6,6,6,2,3,1,3,2,3,3,1,1,0,1,4,2,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松本町３丁目,マツモトチョウ3,女,344,3,0,4,3,1,3,1,1,0,1,3,2,1,0,1,1,1,0,7,0,1,5,6,7,3,4,3,4,10,7,8,8,10,7,4,3,8,8,5,5,4,4,4,6,3,4,6,4,9,4,5,4,7,4,5,3,3,1,5,5,6,3,6,2,2,4,2,3,9,5,3,2,3,3,4,4,3,4,8,1,0,4,1,2,4,2,2,2,2,3,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松本町４丁目,マツモトチョウ4,男,226,2,1,2,2,1,1,0,0,0,2,1,2,1,1,3,0,1,1,0,1,3,0,4,2,4,4,3,8,3,5,7,6,8,4,8,5,4,5,1,5,3,7,4,4,9,4,8,2,4,1,4,2,3,3,3,3,4,3,3,1,1,2,0,2,2,2,1,0,2,3,0,1,3,0,2,1,1,2,2,3,0,2,1,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松本町４丁目,マツモトチョウ4,女,228,2,5,2,1,1,3,4,3,0,0,2,0,1,2,1,1,2,1,3,1,1,2,0,1,4,4,2,4,2,7,7,8,6,11,4,4,2,5,1,2,4,1,3,3,4,5,5,3,7,3,1,3,2,4,4,1,2,3,3,4,4,0,2,2,2,1,0,4,3,1,1,3,1,0,0,3,0,0,3,0,0,6,4,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
